21:16:54,29.87,24.55
21:16:56,23.98,21.49
21:16:57,29.74,20.76
21:16:58,23.70,25.52
21:16:59,20.87,26.05
21:17:00,33.69,34.13
21:17:01,26.10,32.72
21:17:02,27.49,25.04
21:17:03,27.52,23.28
21:17:04,31.73,25.80
21:17:05,20.40,22.70
21:17:06,33.42,23.57
21:17:07,25.86,23.11
21:17:08,31.32,34.34
21:17:09,29.32,23.13
21:17:10,27.97,26.09
21:17:11,22.27,34.51
21:17:12,30.20,34.39
21:17:13,31.29,24.68
21:17:14,20.92,26.03
21:17:15,24.66,30.08
21:17:16,23.97,20.26
21:17:17,21.24,27.40
21:17:18,22.91,33.01
21:17:19,24.78,22.35
21:17:20,25.74,25.67
21:17:21,31.95,25.10
21:17:22,20.25,26.01
21:17:23,29.34,34.50
21:17:24,34.68,24.14
21:17:25,31.45,25.69
21:17:26,29.83,27.93
21:17:27,28.12,30.83
21:17:28,26.73,29.24
21:17:29,26.93,31.25
21:17:30,30.71,32.45
21:17:31,25.14,33.36
21:17:32,25.22,22.84
21:17:33,23.38,30.61
21:17:34,31.60,25.11
21:17:35,29.23,23.38
21:17:36,24.84,31.56
21:17:37,27.04,31.01
21:17:38,32.41,25.49
21:17:39,28.17,22.48
21:17:40,32.91,33.86
linha com sensor disconectado
21:17:43,0.00,26.90
linha com vazamento
21:17:42,24.25,20.09
linhas com sensores okay
21:17:41,21.40,20.82
